VirtualTime_Sec,RequestID,ModelID,OriginNode,EndNode,Operation,Size_GB,Duration_Sec,Description
0.158000,10000,ed5ff81c-528c-4417-a9e3-6ca8daad4943,coordinator_0,client_10,NET_TRANSFER,0.000100,0.158000,Signal: Cache Miss / Request Weights
0.316000,1000,794298ba-1e02-489c-97cc-010cd05c8a63,client_1,coordinator_0,NET_TRANSFER,0.000100,0.158000,Request Model ID
0.474000,1000,794298ba-1e02-489c-97cc-010cd05c8a63,coordinator_0,client_1,NET_TRANSFER,0.000100,0.158000,Signal: Cache Miss / Request Weights
49144.033312,1000,794298ba-1e02-489c-97cc-010cd05c8a63,client_1,coordinator_0,NET_TRANSFER,614.292616,49143.559312,Upload Model Weights
50198.784230,1000,794298ba-1e02-489c-97cc-010cd05c8a63,coordinator_0,worker_2,NET_TRANSFER,13.182511,1054.750918,Distribute Layer ID: 4cb5e2ac
50198.887218,1000,794298ba-1e02-489c-97cc-010cd05c8a63,worker_2,worker_2,DISK_LOAD,13.182511,0.102988,"Disk -> RAM [Model: 794298ba, Layer: 4cb5e2ac]"
50198.990207,1000,794298ba-1e02-489c-97cc-010cd05c8a63,worker_2,worker_2,MEM_MOVE,13.182511,0.102988,"RAM -> VRAM [Model: 794298ba, Layer: 4cb5e2ac]"
50199.040207,1000,794298ba-1e02-489c-97cc-010cd05c8a63,worker_2,worker_2,GPU_COMPUTE,0.050000,0.050000,GPU Compute
50199.198207,1000,794298ba-1e02-489c-97cc-010cd05c8a63,worker_2,coordinator_0,NET_TRANSFER,0.000100,0.158000,Signal Finished
51371.468784,1000,794298ba-1e02-489c-97cc-010cd05c8a63,coordinator_0,worker_3,NET_TRANSFER,14.651507,1172.270577,Distribute Layer ID: 24cec54d
51371.583249,1000,794298ba-1e02-489c-97cc-010cd05c8a63,worker_3,worker_3,DISK_LOAD,14.651507,0.114465,"Disk -> RAM [Model: 794298ba, Layer: 24cec54d]"
51371.697714,1000,794298ba-1e02-489c-97cc-010cd05c8a63,worker_3,worker_3,MEM_MOVE,14.651507,0.114465,"RAM -> VRAM [Model: 794298ba, Layer: 24cec54d]"
51371.747714,1000,794298ba-1e02-489c-97cc-010cd05c8a63,worker_3,worker_3,GPU_COMPUTE,0.050000,0.050000,GPU Compute
51371.905714,1000,794298ba-1e02-489c-97cc-010cd05c8a63,worker_3,coordinator_0,NET_TRANSFER,0.000100,0.158000,Signal Finished
52039.084160,1000,794298ba-1e02-489c-97cc-010cd05c8a63,coordinator_0,worker_4,NET_TRANSFER,8.337856,667.178446,Distribute Layer ID: c8c04ae7
