VirtualTime_Sec,RequestID,ModelID,OriginNode,EndNode,Operation,Size_GB,Duration_Sec,Description
0.158000,10000,88b74735-88a4-45fc-be4c-794897b3ff18,client_10,coordinator_0,NET_TRANSFER,0.000100,0.158000,Request Model ID
0.316000,5000,46498e0d-90f2-4209-b075-2aa15926dcc2,coordinator_0,client_5,NET_TRANSFER,0.000100,0.158000,Signal: Cache Miss / Request Weights
0.474000,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,client_6,coordinator_0,NET_TRANSFER,0.000100,0.158000,Request Model ID
0.632000,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,coordinator_0,client_6,NET_TRANSFER,0.000100,0.158000,Signal: Cache Miss / Request Weights
35081.120601,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,client_6,coordinator_0,NET_TRANSFER,438.504233,35080.488601,Upload Model Weights
35880.242576,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,coordinator_0,worker_4,NET_TRANSFER,9.987150,799.121975,Distribute Layer ID: fca7748d
35880.400576,1000,9703a1d7-66bd-432b-93e1-1f4bb89df1ae,client_1,coordinator_0,NET_TRANSFER,0.000100,0.158000,Request Model ID
35880.478600,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,worker_4,worker_4,DISK_LOAD,9.987150,0.078025,"Disk -> RAM [Model: fba7b6a4, Layer: fca7748d]"
35880.556625,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,worker_4,worker_4,MEM_MOVE,9.987150,0.078025,"RAM -> VRAM [Model: fba7b6a4, Layer: fca7748d]"
35880.606625,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,worker_4,worker_4,GPU_COMPUTE,0.050000,0.050000,GPU Compute
35880.606625,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,worker_4,worker_4,MEM_MOVE,0.000000,0.000000,"Wipe/Deallocate Layer from Memory [Model: fba7b6a4, Layer: fca7748d]"
35880.764625,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,worker_4,coordinator_0,NET_TRANSFER,0.000100,0.158000,Signal Finished
36794.727576,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,coordinator_0,worker_1,NET_TRANSFER,11.422662,913.962951,Distribute Layer ID: 6f44df3c
36794.816815,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,worker_1,worker_1,DISK_LOAD,11.422662,0.089240,"Disk -> RAM [Model: fba7b6a4, Layer: 6f44df3c]"
36794.906055,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,worker_1,worker_1,MEM_MOVE,11.422662,0.089240,"RAM -> VRAM [Model: fba7b6a4, Layer: 6f44df3c]"
36794.956055,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,worker_1,worker_1,GPU_COMPUTE,0.050000,0.050000,GPU Compute
36794.956055,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,worker_1,worker_1,MEM_MOVE,0.000000,0.000000,"Wipe/Deallocate Layer from Memory [Model: fba7b6a4, Layer: 6f44df3c]"
36795.114055,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,worker_1,coordinator_0,NET_TRANSFER,0.000100,0.158000,Signal Finished
37863.761345,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,coordinator_0,worker_2,NET_TRANSFER,13.356216,1068.647290,Distribute Layer ID: 3362ad12
37863.865691,6000,fba7b6a4-02f7-4b4a-92a9-30434e1a2573,worker_2,worker_2,DISK_LOAD,13.356216,0.104345,"Disk -> RAM [Model: fba7b6a4, Layer: 3362ad12]"
